UF;MUNICIPIO;TOTAL;MUNICIPIO_clean;id_municipio;longitude;latitude
MG;OLIVEIRA                           ;21;OLIVEIRA;1876.0;-44.829037;-20.698218
MG;OLIVEIRA FORTES                    ;1;OLIVEIRA FORTES;1877.0;-43.449893;-21.340054
MG;OLÍMPIO NORONHA                    ;5;OLÍMPIO NORONHA;1875.0;-45.265726;-22.068548
MG;ONÇA DE PITANGUI                   ;10;ONÇA DE PITANGUI;1878.0;-44.805771;-19.727551
MG;ORATÓRIOS                          ;4;ORATÓRIOS;1879.0;-42.797698;-20.429758
MG;ORIZÂNIA                           ;4;ORIZÂNIA;1880.0;-42.199124;-20.514162
MG;OURO BRANCO                        ;22;OURO BRANCO;1881.0;-43.696217;-20.52629
MG;OURO FINO                          ;55;OURO FINO;1882.0;-46.371599;-22.277868
MG;OURO PRETO                         ;40;OURO PRETO;1883.0;-43.512045;-20.37957
MG;PADRE PARAÍSO                      ;3;PADRE PARAÍSO;1886.0;-41.482053;-17.075789
MG;PAI PEDRO                          ;2;PAI PEDRO;1889.0;-43.070006;-15.527099
MG;PAINEIRAS                          ;12;PAINEIRAS;1887.0;-45.532064;-18.899345
MG;PAINS                              ;8;PAINS;1888.0;-45.662685;-20.370467
MG;PALMA                              ;17;PALMA;1891.0;-42.312285;-21.374776
MG;PAPAGAIOS                          ;16;PAPAGAIOS;1893.0;-44.746799;-19.441922
MG;PARACATU                           ;86;PARACATU;1894.0;-46.871064;-17.225166
MG;PARAGUAÇU                          ;31;PARAGUAÇU;1896.0;-45.737419;-21.546507
MG;PARAISÓPOLIS                       ;15;PARAISÓPOLIS;1897.0;-45.780295;-22.553912
MG;PARAOPEBA                          ;16;PARAOPEBA;1898.0;-44.404367;-19.273192
MG;PARÁ DE MINAS                      ;79;PARÁ DE MINAS;1895.0;-44.611355;-19.853441
MG;PASSA QUATRO                       ;8;PASSA QUATRO;1900.0;-44.970926;-22.387076
MG;PASSA TEMPO                        ;5;PASSA TEMPO;1901.0;-44.492635;-20.653918
MG;PASSABÉM                           ;4;PASSABÉM;1899.0;-43.138332;-19.350917
MG;PASSOS                             ;131;PASSOS;1903.0;-46.609008;-20.719271
MG;PATOS DE MINAS                     ;237;PATOS DE MINAS;1905.0;-46.501268;-18.569938
MG;PATROCÍNIO                         ;46;PATROCÍNIO;1906.0;-46.993419;-18.937867
MG;PATROCÍNIO DO MURIAÉ               ;8;PATROCÍNIO DO MURIAÉ;1907.0;-42.212491;-21.154387
MG;PAULA CÂNDIDO                      ;8;PAULA CÂNDIDO;1908.0;-42.975184;-20.875372
MG;PAULISTAS                          ;12;PAULISTAS;1909.0;-42.8628;-18.427631
MG;PAVÃO                              ;1;PAVÃO;1910.0;-41.003471;-17.426703
MG;PEDRA AZUL                         ;9;PEDRA AZUL;1912.0;-41.290948;-16.008648
MG;PEDRA BONITA                       ;13;PEDRA BONITA;1913.0;-42.330439;-20.521879
MG;PEDRA DO ANTA                      ;10;PEDRA DO ANTA;1914.0;-42.712291;-20.596784
MG;PEDRA DO INDAIÁ                    ;1;PEDRA DO INDAIÁ;1915.0;-45.210653;-20.256346
MG;PEDRA DOURADA                      ;1;PEDRA DOURADA;1916.0;-42.151502;-20.826627
MG;PEDRALVA                           ;11;PEDRALVA;1917.0;-45.465386;-22.238645
MG;PEDRAS DE MARIA DA CRUZ            ;2;PEDRAS DE MARIA DA CRUZ;1918.0;-44.391046;-15.603244
MG;PEDRINÓPOLIS                       ;1;PEDRINÓPOLIS;1919.0;-47.457888;-19.224098
MG;PEDRO LEOPOLDO                     ;44;PEDRO LEOPOLDO;1920.0;-44.038258;-19.630811
MG;PEDRO TEIXEIRA                     ;2;PEDRO TEIXEIRA;1921.0;-43.742949;-21.70763
MG;PEQUERI                            ;5;PEQUERI;1922.0;-43.114487;-21.834113
MG;PEQUI                              ;5;PEQUI;1923.0;-44.660434;-19.628365
MG;PERDIGÃO                           ;4;PERDIGÃO;1924.0;-45.077988;-19.941058
MG;PERDIZES                           ;8;PERDIZES;1925.0;-47.296299;-19.343379
MG;PERDÕES                            ;11;PERDÕES;1926.0;-45.089582;-21.093225
MG;PERIQUITO                          ;3;PERIQUITO;1927.0;-42.233341;-19.157331
MG;PEÇANHA                            ;26;PEÇANHA;1911.0;-42.558276;-18.544079
MG;PIAU                               ;4;PIAU;1929.0;-43.312992;-21.509645
MG;PIEDADE DE CARATINGA               ;4;PIEDADE DE CARATINGA;1930.0;-42.075557;-19.759282
MG;PIEDADE DE PONTE NOVA              ;3;PIEDADE DE PONTE NOVA;1931.0;-42.737872;-20.243848
MG;PIEDADE DO RIO GRANDE              ;2;PIEDADE DO RIO GRANDE;1932.0;-44.193834;-21.469021
MG;PIEDADE DOS GERAIS                 ;8;PIEDADE DOS GERAIS;1933.0;-44.224335;-20.471513
MG;PIMENTA                            ;8;PIMENTA;1934.0;-45.804877;-20.482722
MG;PINGO-D´ÁGUA                       ;3;PINGO-D´ÁGUA;;;
MG;PIRACEMA                           ;1;PIRACEMA;1937.0;-44.478323;-20.508866
MG;PIRAJUBA                           ;14;PIRAJUBA;1938.0;-48.70269;-19.909206
MG;PIRANGA                            ;13;PIRANGA;1939.0;-43.296701;-20.683407
MG;PIRANGUINHO                        ;2;PIRANGUINHO;1941.0;-45.532405;-22.394961
MG;PIRANGUÇU                          ;3;PIRANGUÇU;1940.0;-45.494528;-22.524932
MG;PIRAPETINGA                        ;23;PIRAPETINGA;1942.0;-42.34339;-21.655434
MG;PIRAPORA                           ;40;PIRAPORA;1943.0;-44.934009;-17.33917
MG;PIRAÚBA                            ;4;PIRAÚBA;1944.0;-43.017218;-21.282492
MG;PITANGUI                           ;43;PITANGUI;1945.0;-44.896362;-19.674112
MG;PIUMHI                             ;28;PIUMHI;1946.0;-45.95891;-20.47623
MG;PLANURA                            ;6;PLANURA;1947.0;-48.700001;-20.137601
MG;POCRANE                            ;29;POCRANE;1950.0;-41.633425;-19.620795
MG;POMPÉU                             ;60;POMPÉU;1951.0;-45.014107;-19.22566
MG;PONTE NOVA                         ;78;PONTE NOVA;1952.0;-42.897819;-20.4111
MG;PONTO CHIQUE                       ;1;PONTO CHIQUE;1953.0;-45.05877;-16.628233
MG;PONTO DOS VOLANTES                 ;1;PONTO DOS VOLANTES;1954.0;-41.502477;-16.747314
MG;PORTEIRINHA                        ;12;PORTEIRINHA;1955.0;-43.02809;-15.74042
MG;PORTO FIRME                        ;7;PORTO FIRME;1956.0;-43.08341;-20.664191
MG;POTÉ                               ;3;POTÉ;1957.0;-41.786044;-17.807698
MG;POUSO ALEGRE                       ;123;POUSO ALEGRE;1958.0;-45.938935;-22.22659
MG;POUSO ALTO                         ;3;POUSO ALTO;1959.0;-44.974813;-22.19637
MG;POÇO FUNDO                         ;19;POÇO FUNDO;1948.0;-45.96575;-21.780002
MG;POÇOS DE CALDAS                    ;105;POÇOS DE CALDAS;1949.0;-46.569184;-21.779975
MG;PRATA                              ;25;PRATA;1961.0;-48.927625;-19.308607
MG;PRATINHA                           ;1;PRATINHA;1963.0;-46.375537;-19.738975
MG;PRATÁPOLIS                         ;2;PRATÁPOLIS;1962.0;-46.862402;-20.74105
MG;PRESIDENTE BERNARDES               ;1;PRESIDENTE BERNARDES;1964.0;-43.189532;-20.76557
MG;PRESIDENTE JUSCELINO               ;3;PRESIDENTE JUSCELINO;1965.0;-44.060032;-18.640106
MG;PRESIDENTE OLEGÁRIO                ;33;PRESIDENTE OLEGÁRIO;1967.0;-46.416502;-18.40961
MG;PRUDENTE DE MORAIS                 ;4;PRUDENTE DE MORAIS;1968.0;-44.159074;-19.474213
MG;QUARTEL GERAL                      ;5;QUARTEL GERAL;1969.0;-45.556915;-19.270328
MG;RAPOSOS                            ;7;RAPOSOS;1971.0;-43.807941;-19.96358
MG;RAUL SOARES                        ;55;RAUL SOARES;1972.0;-42.450197;-20.10611
MG;RECREIO                            ;12;RECREIO;1973.0;-42.4676;-21.528893
MG;REDUTO                             ;3;REDUTO;1974.0;-41.984835;-20.240089
MG;RESENDE COSTA                      ;4;RESENDE COSTA;1975.0;-44.24071;-20.917072
MG;RESPLENDOR                         ;28;RESPLENDOR;1976.0;-41.246214;-19.319437
MG;RESSAQUINHA                        ;3;RESSAQUINHA;1977.0;-43.75983;-21.06419
MG;RIACHINHO                          ;5;RIACHINHO;1978.0;-45.988755;-16.225802
MG;RIBEIRÃO DAS NEVES                 ;86;RIBEIRÃO DAS NEVES;1980.0;-44.08445;-19.762076
MG;RIBEIRÃO VERMELHO                  ;4;RIBEIRÃO VERMELHO;1981.0;-45.06368;-21.187861
MG;RIO ACIMA                          ;6;RIO ACIMA;1982.0;-43.787786;-20.087553
MG;RIO CASCA                          ;5;RIO CASCA;1983.0;-42.646209;-20.228542
MG;RIO DO PRADO                       ;4;RIO DO PRADO;1985.0;-40.571371;-16.605648
MG;RIO DOCE                           ;1;RIO DOCE;1984.0;-42.899497;-20.241171
MG;RIO ESPERA                         ;11;RIO ESPERA;1986.0;-43.472076;-20.855001
MG;RIO MANSO                          ;18;RIO MANSO;1987.0;-44.306867;-20.26657
MG;RIO NOVO                           ;6;RIO NOVO;1988.0;-43.116805;-21.464899
MG;RIO PARANAÍBA                      ;12;RIO PARANAÍBA;1989.0;-46.245482;-19.186138
MG;RIO PARDO DE MINAS                 ;4;RIO PARDO DE MINAS;1990.0;-42.5405;-15.616028
MG;RIO PIRACICABA                     ;12;RIO PIRACICABA;1991.0;-43.182919;-19.92836
MG;RIO POMBA                          ;21;RIO POMBA;1992.0;-43.169625;-21.271152
MG;RIO PRETO                          ;7;RIO PRETO;1993.0;-43.829325;-22.086092
MG;RIO VERMELHO                       ;14;RIO VERMELHO;1994.0;-43.001783;-18.292155
MG;RITÁPOLIS                          ;1;RITÁPOLIS;1995.0;-44.320435;-21.027564
MG;RODEIRO                            ;9;RODEIRO;1997.0;-42.858622;-21.203467
MG;ROMARIA                            ;1;ROMARIA;1998.0;-47.578221;-18.883807
MG;ROSÁRIO DA LIMEIRA                 ;2;ROSÁRIO DA LIMEIRA;1999.0;-42.511196;-20.981227
MG;RUBELITA                           ;1;RUBELITA;2000.0;-42.261042;-16.40527
MG;RUBIM                              ;15;RUBIM;2001.0;-40.539714;-16.377494
MG;SABARÁ                             ;49;SABARÁ;2002.0;-43.82631;-19.884045
MG;SABINÓPOLIS                        ;48;SABINÓPOLIS;2003.0;-43.075243;-18.665326
MG;SACRAMENTO                         ;27;SACRAMENTO;2004.0;-47.450823;-19.862172
MG;SALINAS                            ;28;SALINAS;2005.0;-42.296406;-16.175265
MG;SALTO DA DIVISA                    ;2;SALTO DA DIVISA;2006.0;-39.939088;-16.006327
MG;SANTA BÁRBARA                      ;23;SANTA BÁRBARA;2007.0;-43.410145;-19.960358
MG;SANTA BÁRBARA DO LESTE             ;2;SANTA BÁRBARA DO LESTE;2008.0;-42.145746;-19.975295
MG;SANTA BÁRBARA DO MONTE VERDE       ;10;SANTA BÁRBARA DO MONTE VERDE;2009.0;-43.702727;-21.959179
MG;SANTA CRUZ DE MINAS                ;2;SANTA CRUZ DE MINAS;2011.0;-44.220251;-21.124148
MG;SANTA CRUZ DE SALINAS              ;1;SANTA CRUZ DE SALINAS;2012.0;-41.741767;-16.096717
MG;SANTA CRUZ DO ESCALVADO            ;2;SANTA CRUZ DO ESCALVADO;2013.0;-42.816886;-20.237238
MG;SANTA EFIGÊNIA DE MINAS            ;1;SANTA EFIGÊNIA DE MINAS;2014.0;-42.438832;-18.823464
MG;SANTA JULIANA                      ;4;SANTA JULIANA;2017.0;-47.532251;-19.310772
MG;SANTA LUZIA                        ;110;SANTA LUZIA;2018.0;-43.849658;-19.754824
MG;SANTA MARGARIDA                    ;12;SANTA MARGARIDA;2019.0;-42.251914;-20.383855
MG;SANTA MARIA DE ITABIRA             ;10;SANTA MARIA DE ITABIRA;2020.0;-43.106446;-19.4431
MG;SANTA MARIA DO SUAÇUÍ              ;7;SANTA MARIA DO SUAÇUÍ;2022.0;-42.413899;-18.189581
MG;SANTA RITA DE CALDAS               ;14;SANTA RITA DE CALDAS;2033.0;-46.338501;-22.029192
MG;SANTA RITA DE JACUTINGA            ;7;SANTA RITA DE JACUTINGA;2035.0;-44.0977;-22.147386
MG;SANTA RITA DO ITUETO               ;24;SANTA RITA DO ITUETO;2037.0;-41.382084;-19.357649
MG;SANTA RITA DO SAPUCAÍ              ;37;SANTA RITA DO SAPUCAÍ;2038.0;-45.703405;-22.246141
MG;SANTA ROSA DA SERRA                ;4;SANTA ROSA DA SERRA;2039.0;-45.961081;-19.51861
MG;SANTA VITÓRIA                      ;22;SANTA VITÓRIA;2040.0;-50.120759;-18.841398
MG;SANTANA DA VARGEM                  ;3;SANTANA DA VARGEM;2023.0;-45.500526;-21.244903
MG;SANTANA DE CATAGUASES              ;4;SANTANA DE CATAGUASES;2024.0;-42.552357;-21.289277
MG;SANTANA DE PIRAPAMA                ;12;SANTANA DE PIRAPAMA;2025.0;-44.040913;-18.996242
MG;SANTANA DO DESERTO                 ;2;SANTANA DO DESERTO;2026.0;-43.158323;-21.951208
MG;SANTANA DO GARAMBÉU                ;1;SANTANA DO GARAMBÉU;2027.0;-44.105044;-21.598344
MG;SANTANA DO JACARÉ                  ;5;SANTANA DO JACARÉ;2028.0;-45.128506;-20.900714
MG;SANTANA DO MANHUAÇU                ;6;SANTANA DO MANHUAÇU;2029.0;-41.927839;-20.103106
MG;SANTANA DO PARAÍSO                 ;19;SANTANA DO PARAÍSO;2030.0;-42.544573;-19.36607
MG;SANTANA DO RIACHO                  ;2;SANTANA DO RIACHO;2031.0;-43.72195;-19.166236
MG;SANTO ANTÔNIO DO AMPARO            ;6;SANTO ANTÔNIO DO AMPARO;2041.0;-44.917608;-20.943044
MG;SANTO ANTÔNIO DO AVENTUREIRO       ;9;SANTO ANTÔNIO DO AVENTUREIRO;2042.0;-42.811457;-21.760572
MG;SANTO ANTÔNIO DO GRAMA             ;5;SANTO ANTÔNIO DO GRAMA;2043.0;-42.604689;-20.318471
MG;SANTO ANTÔNIO DO ITAMBÉ            ;3;SANTO ANTÔNIO DO ITAMBÉ;2044.0;-43.300569;-18.460947
MG;SANTO ANTÔNIO DO MONTE             ;11;SANTO ANTÔNIO DO MONTE;2046.0;-45.294724;-20.085003
MG;SANTO HIPÓLITO                     ;1;SANTO HIPÓLITO;2049.0;-44.222857;-18.296768
MG;SANTOS DUMONT                      ;43;SANTOS DUMONT;2050.0;-43.549876;-21.463377
MG;SAPUCAÍ-MIRIM                      ;20;SAPUCAÍ-MIRIM;2111.0;-45.737958;-22.740899
MG;SARDOÁ                             ;2;SARDOÁ;2112.0;-42.362938;-18.782799
MG;SARZEDO                            ;14;SARZEDO;2113.0;-44.1446;-20.036667
MG;SEM-PEIXE                          ;8;SEM-PEIXE;2114.0;-42.848331;-20.100845
MG;SENADOR AMARAL                     ;2;SENADOR AMARAL;2115.0;-46.176329;-22.586897
MG;SENADOR CORTES                     ;2;SENADOR CORTES;2116.0;-42.942375;-21.798562
MG;SENADOR FIRMINO                    ;15;SENADOR FIRMINO;2117.0;-43.090431;-20.915762
MG;SENADOR JOSÉ BENTO                 ;2;SENADOR JOSÉ BENTO;2118.0;-46.179226;-22.163327
MG;SENADOR MODESTINO GONÇALVES        ;3;SENADOR MODESTINO GONÇALVES;2119.0;-43.21717;-17.94652
MG;SENHORA DE OLIVEIRA                ;7;SENHORA DE OLIVEIRA;2120.0;-43.339432;-20.797221
MG;SENHORA DO PORTO                   ;24;SENHORA DO PORTO;2121.0;-43.079875;-18.890894
MG;SENHORA DOS REMÉDIOS               ;7;SENHORA DOS REMÉDIOS;2122.0;-43.581213;-21.03508
MG;SERICITA                           ;3;SERICITA;2123.0;-42.482776;-20.47484
MG;SERITINGA                          ;1;SERITINGA;2124.0;-44.517965;-21.913367
MG;SERRA AZUL DE MINAS                ;3;SERRA AZUL DE MINAS;2125.0;-43.16746;-18.360154
MG;SERRA DO SALITRE                   ;12;SERRA DO SALITRE;2128.0;-46.696053;-19.108334
MG;SERRANIA                           ;8;SERRANIA;2129.0;-46.041701;-21.544145
MG;SERRANOS                           ;4;SERRANOS;2131.0;-44.512487;-21.88573
MG;SERRO                              ;10;SERRO;2132.0;-43.374399;-18.599103
MG;SETE LAGOAS                        ;164;SETE LAGOAS;2133.0;-44.241255;-19.456902
MG;SILVEIRÂNIA                        ;2;SILVEIRÂNIA;2135.0;-43.212843;-21.16148
MG;SILVIANÓPOLIS                      ;6;SILVIANÓPOLIS;2136.0;-45.838517;-22.02741
MG;SIMONÉSIA                          ;9;SIMONÉSIA;2138.0;-42.009052;-20.134097
MG;SIMÃO PEREIRA                      ;2;SIMÃO PEREIRA;2137.0;-43.308794;-21.96396
MG;SOBRÁLIA                           ;1;SOBRÁLIA;2139.0;-42.099806;-19.234465
MG;SOLEDADE DE MINAS                  ;7;SOLEDADE DE MINAS;2140.0;-45.046417;-22.055432
MG;SÃO BENTO ABADE                    ;1;SÃO BENTO ABADE;2051.0;-45.069931;-21.583927
MG;SÃO BRÁS DO SUAÇUÍ                 ;4;SÃO BRÁS DO SUAÇUÍ;2052.0;-43.951465;-20.624166
MG;SÃO DOMINGOS DAS DORES             ;2;SÃO DOMINGOS DAS DORES;2053.0;-42.010638;-19.524595
MG;SÃO DOMINGOS DO PRATA              ;17;SÃO DOMINGOS DO PRATA;2054.0;-42.971031;-19.867822
MG;SÃO FRANCISCO                      ;24;SÃO FRANCISCO;2056.0;-44.859284;-15.951449
MG;SÃO FRANCISCO DE PAULA             ;2;SÃO FRANCISCO DE PAULA;2057.0;-44.983763;-20.703625
MG;SÃO FRANCISCO DE SALES             ;7;SÃO FRANCISCO DE SALES;2058.0;-49.772693;-19.861122
MG;SÃO FRANCISCO DO GLÓRIA            ;2;SÃO FRANCISCO DO GLÓRIA;2059.0;-42.267275;-20.792297
MG;SÃO FÉLIX DE MINAS                 ;5;SÃO FÉLIX DE MINAS;2055.0;-41.488861;-18.595902
MG;SÃO GERALDO                        ;2;SÃO GERALDO;2060.0;-42.836358;-20.925231
MG;SÃO GERALDO DO BAIXIO              ;1;SÃO GERALDO DO BAIXIO;2062.0;-41.362964;-18.909668
MG;SÃO GONÇALO DO ABAETÉ              ;18;SÃO GONÇALO DO ABAETÉ;2063.0;-45.826475;-18.33147
MG;SÃO GONÇALO DO PARÁ                ;5;SÃO GONÇALO DO PARÁ;2064.0;-44.85931;-19.982173
MG;SÃO GONÇALO DO RIO ABAIXO          ;8;SÃO GONÇALO DO RIO ABAIXO;2065.0;-43.365987;-19.8221
MG;SÃO GONÇALO DO RIO PRETO           ;1;SÃO GONÇALO DO RIO PRETO;2066.0;-43.385389;-18.002549
MG;SÃO GONÇALO DO SAPUCAÍ             ;16;SÃO GONÇALO DO SAPUCAÍ;2067.0;-45.589344;-21.893223
MG;SÃO GOTARDO                        ;30;SÃO GOTARDO;2068.0;-46.046475;-19.308727
MG;SÃO JOAQUIM DE BICAS               ;13;SÃO JOAQUIM DE BICAS;2082.0;-44.274949;-20.047971
MG;SÃO JOSÉ DA BARRA                  ;4;SÃO JOSÉ DA BARRA;2083.0;-46.312968;-20.717808
MG;SÃO JOSÉ DA LAPA                   ;8;SÃO JOSÉ DA LAPA;2084.0;-43.958637;-19.697106
MG;SÃO JOSÉ DA VARGINHA               ;1;SÃO JOSÉ DA VARGINHA;2086.0;-44.55596;-19.700566
MG;SÃO JOSÉ DO ALEGRE                 ;4;SÃO JOSÉ DO ALEGRE;2087.0;-45.525837;-22.324269
MG;SÃO JOSÉ DO DIVINO                 ;2;SÃO JOSÉ DO DIVINO;2088.0;-41.390671;-18.479304
MG;SÃO JOSÉ DO GOIABAL                ;2;SÃO JOSÉ DO GOIABAL;2089.0;-42.70355;-19.921431
MG;SÃO JOSÉ DO JACURI                 ;11;SÃO JOSÉ DO JACURI;2090.0;-42.67293;-18.281037
MG;SÃO JOSÉ DO MANTIMENTO             ;4;SÃO JOSÉ DO MANTIMENTO;2091.0;-41.748591;-20.005756
MG;SÃO JOÃO BATISTA DO GLÓRIA         ;3;SÃO JOÃO BATISTA DO GLÓRIA;2069.0;-46.507966;-20.634996
MG;SÃO JOÃO DA PONTE                  ;7;SÃO JOÃO DA PONTE;2072.0;-44.009612;-15.927088
MG;SÃO JOÃO DAS MISSÕES               ;1;SÃO JOÃO DAS MISSÕES;2073.0;-44.092201;-14.885852
MG;SÃO JOÃO DEL REI                   ;33;SÃO JOÃO DEL REI;2074.0;-44.252646;-21.131054
MG;SÃO JOÃO DO MANHUAÇU               ;9;SÃO JOÃO DO MANHUAÇU;2075.0;-42.153283;-20.393315
MG;SÃO JOÃO DO MANTENINHA             ;14;SÃO JOÃO DO MANTENINHA;2076.0;-41.162837;-18.722988
MG;SÃO JOÃO DO ORIENTE                ;8;SÃO JOÃO DO ORIENTE;2077.0;-42.157502;-19.338445
MG;SÃO JOÃO DO PACUÍ                  ;4;SÃO JOÃO DO PACUÍ;2078.0;-44.513355;-16.537314
MG;SÃO JOÃO DO PARAÍSO                ;7;SÃO JOÃO DO PARAÍSO;2079.0;-42.021342;-15.316799
MG;SÃO JOÃO EVANGELISTA               ;28;SÃO JOÃO EVANGELISTA;2080.0;-42.765504;-18.548001
MG;SÃO JOÃO NEPOMUCENO                ;28;SÃO JOÃO NEPOMUCENO;2081.0;-43.006876;-21.538133
MG;SÃO LOURENÇO                       ;45;SÃO LOURENÇO;2092.0;-45.050597;-22.116588
MG;SÃO MIGUEL DO ANTA                 ;7;SÃO MIGUEL DO ANTA;2093.0;-42.717389;-20.706665
MG;SÃO PEDRO DA UNIÃO                 ;7;SÃO PEDRO DA UNIÃO;2094.0;-46.6123;-21.130975
MG;SÃO PEDRO DO SUAÇUÍ                ;16;SÃO PEDRO DO SUAÇUÍ;2096.0;-42.598137;-18.360926
MG;SÃO PEDRO DOS FERROS               ;16;SÃO PEDRO DOS FERROS;2095.0;-42.525086;-20.173228
MG;SÃO ROMÃO                          ;9;SÃO ROMÃO;2097.0;-45.07489;-16.364118
MG;SÃO ROQUE DE MINAS                 ;10;SÃO ROQUE DE MINAS;2098.0;-46.363873;-20.249014
MG;SÃO SEBASTIÃO DA BELA VISTA        ;6;SÃO SEBASTIÃO DA BELA VISTA;2099.0;-45.754639;-22.158327
MG;SÃO SEBASTIÃO DA VARGEM ALEGRE     ;3;SÃO SEBASTIÃO DA VARGEM ALEGRE;2100.0;-42.634672;-21.073656
