UF;MUNICIPIO;TOTAL;MUNICIPIO_clean;id_municipio;longitude;latitude
PB;ITABAIANA                          ;2;ITABAIANA;2632.0;-35.331723;-7.331674
PB;ITAPORANGA                         ;13;ITAPORANGA;2633.0;-38.150442;-7.302021
PB;ITAPOROROCA                        ;2;ITAPOROROCA;2634.0;-35.240635;-6.823738
PB;ITATUBA                            ;2;ITATUBA;2635.0;-35.637994;-7.381153
PB;JACARAÚ                            ;1;JACARAÚ;2636.0;-35.289032;-6.614526
PB;JERICÓ                             ;5;JERICÓ;2637.0;-37.803641;-6.545769
PB;JOÃO PESSOA                        ;348;JOÃO PESSOA;2638.0;-34.864121;-7.11509
PB;JUNCO DO SERIDÓ                    ;1;JUNCO DO SERIDÓ;2641.0;-36.716595;-6.992694
PB;JURIPIRANGA                        ;1;JURIPIRANGA;2642.0;-35.232143;-7.361759
PB;LAGOA                              ;2;LAGOA;2644.0;-37.912745;-6.585723
PB;LAGOA DE DENTRO                    ;1;LAGOA DE DENTRO;2645.0;-35.370641;-6.67213
PB;LAGOA SECA                         ;5;LAGOA SECA;2646.0;-35.849111;-7.155349
PB;LIVRAMENTO                         ;1;LIVRAMENTO;2648.0;-36.949116;-7.371127
PB;LUCENA                             ;3;LUCENA;2650.0;-34.874769;-6.902578
PB;MAMANGUAPE                         ;8;MAMANGUAPE;2653.0;-35.121316;-6.833698
PB;MANAÍRA                            ;3;MANAÍRA;2654.0;-38.152292;-7.703313
PB;MARIZÓPOLIS                        ;1;MARIZÓPOLIS;2657.0;-38.35283;-6.827479
PB;MASSARANDUBA                       ;2;MASSARANDUBA;2658.0;-35.784768;-7.18995
PB;MOGEIRO                            ;2;MOGEIRO;2663.0;-35.483182;-7.285169
PB;MONTEIRO                           ;19;MONTEIRO;2666.0;-37.118419;-7.883626
PB;MÃE D´ÁGUA                         ;1;MÃE D´ÁGUA;;;
PB;NAZAREZINHO                        ;3;NAZAREZINHO;2669.0;-38.322032;-6.911401
PB;NOVA FLORESTA                      ;3;NOVA FLORESTA;2670.0;-36.205722;-6.450562
PB;NOVA OLINDA                        ;5;NOVA OLINDA;2671.0;-38.038229;-7.472325
PB;OURO VELHO                         ;2;OURO VELHO;2675.0;-37.151857;-7.616037
PB;PATOS                              ;42;PATOS;2678.0;-37.274702;-7.017427
PB;PAULISTA                           ;2;PAULISTA;2679.0;-37.618548;-6.591381
PB;PEDRA BRANCA                       ;2;PEDRA BRANCA;2680.0;-38.068882;-7.421694
PB;PEDRA LAVRADA                      ;5;PEDRA LAVRADA;2681.0;-36.475813;-6.749974
PB;PEDRO RÉGIS                        ;1;PEDRO RÉGIS;2683.0;-35.296567;-6.633226
PB;PIANCÓ                             ;1;PIANCÓ;2684.0;-37.92888;-7.192823
PB;PICUÍ                              ;5;PICUÍ;2685.0;-36.349704;-6.508451
PB;PILÕEZINHOS                        ;1;PILÕEZINHOS;2688.0;-35.531036;-6.842773
PB;PIRPIRITUBA                        ;1;PIRPIRITUBA;2689.0;-35.490558;-6.779222
PB;PITIMBU                            ;1;PITIMBU;2690.0;-34.815133;-7.466398
PB;POMBAL                             ;17;POMBAL;2694.0;-37.80027;-6.766059
PB;POÇO DANTAS                        ;1;POÇO DANTAS;2692.0;-38.490908;-6.398763
PB;PRINCESA ISABEL                    ;14;PRINCESA ISABEL;2696.0;-37.988647;-7.731747
PB;PUXINANÃ                           ;6;PUXINANÃ;2697.0;-35.954301;-7.154793
PB;QUEIMADAS                          ;1;QUEIMADAS;2698.0;-35.903136;-7.350288
PB;REMÍGIO                            ;3;REMÍGIO;2700.0;-35.801124;-6.949918
PB;RIACHO DE SANTO ANTÔNIO            ;2;RIACHO DE SANTO ANTÔNIO;2704.0;-36.157018;-7.680234
PB;RIACHO DOS CAVALOS                 ;4;RIACHO DOS CAVALOS;2705.0;-37.648339;-6.44067
PB;RIACHÃO                            ;2;RIACHÃO;2701.0;-35.660966;-6.542688
PB;RIO TINTO                          ;4;RIO TINTO;2706.0;-35.077569;-6.803828
PB;SANTA CRUZ                         ;1;SANTA CRUZ;2710.0;-38.061748;-6.5237
PB;SANTA INÊS                         ;2;SANTA INÊS;2712.0;-38.553995;-7.620999
PB;SANTA LUZIA                        ;1;SANTA LUZIA;2713.0;-36.917792;-6.860922
PB;SANTA RITA                         ;21;SANTA RITA;2717.0;-34.975295;-7.117242
PB;SANTA TERESINHA                    ;3;SANTA TERESINHA;2718.0;-37.443533;-7.079637
PB;SANTANA DE MANGUEIRA               ;1;SANTANA DE MANGUEIRA;2714.0;-38.323633;-7.547048
PB;SAPÉ                               ;5;SAPÉ;2742.0;-35.227975;-7.093591
PB;SERRA BRANCA                       ;5;SERRA BRANCA;2744.0;-36.666003;-7.480344
PB;SOLEDADE                           ;2;SOLEDADE;2752.0;-36.366791;-7.058292
PB;SOLÂNEA                            ;5;SOLÂNEA;2751.0;-35.663568;-6.751606
PB;SOSSÊGO                            ;1;SOSSÊGO;2753.0;-36.25382;-6.77067
PB;SOUSA                              ;19;SOUSA;2754.0;-38.231059;-6.751484
PB;SUMÉ                               ;6;SUMÉ;2755.0;-36.883972;-7.66206
PB;SÃO BENTINHO                       ;1;SÃO BENTINHO;2720.0;-37.724345;-6.885961
PB;SÃO BENTO                          ;2;SÃO BENTO;2721.0;-37.448835;-6.485286
PB;SÃO DOMINGOS DO CARIRI             ;1;SÃO DOMINGOS DO CARIRI;2723.0;-36.437398;-7.632733
PB;SÃO FRANCISCO                      ;3;SÃO FRANCISCO;2724.0;-38.096799;-6.607728
PB;SÃO JOSÉ DE ESPINHARAS             ;3;SÃO JOSÉ DE ESPINHARAS;2730.0;-37.321433;-6.839736
PB;SÃO JOSÉ DE PIRANHAS               ;4;SÃO JOSÉ DE PIRANHAS;2731.0;-38.50198;-7.118704
PB;SÃO JOSÉ DO BONFIM                 ;1;SÃO JOSÉ DO BONFIM;2733.0;-37.303625;-7.160695
PB;SÃO JOSÉ DO BREJO DO CRUZ          ;1;SÃO JOSÉ DO BREJO DO CRUZ;2734.0;-37.360063;-6.210543
PB;SÃO JOÃO DO CARIRI                 ;1;SÃO JOÃO DO CARIRI;2725.0;-36.534457;-7.381683
PB;SÃO JOÃO DO RIO DO PEIXE           ;1;SÃO JOÃO DO RIO DO PEIXE;2726.0;-38.446829;-6.721951
PB;SÃO MIGUEL DE TAIPU                ;7;SÃO MIGUEL DE TAIPU;2739.0;-35.20163;-7.247643
PB;SÃO SEBASTIÃO DO UMBUZEIRO         ;5;SÃO SEBASTIÃO DO UMBUZEIRO;2741.0;-37.013841;-8.152887
PB;TAVARES                            ;1;TAVARES;2757.0;-37.871208;-7.626971
PB;TEIXEIRA                           ;8;TEIXEIRA;2758.0;-37.252477;-7.221036
PB;UIRAÚNA                            ;5;UIRAÚNA;2761.0;-38.412754;-6.515044
PB;UMBUZEIRO                          ;1;UMBUZEIRO;2762.0;-35.658233;-7.691993
PB;ZABELÊ                             ;1;ZABELÊ;2766.0;-37.105676;-8.079012
PB;ÁGUA BRANCA                        ;16;ÁGUA BRANCA;2544.0;-37.635703;-7.511441
PE;ABREU E LIMA                       ;27;ABREU E LIMA;2767.0;-34.898389;-7.900719
PE;AFOGADOS DA INGAZEIRA              ;15;AFOGADOS DA INGAZEIRA;2768.0;-37.630991;-7.743121
PE;AFRÂNIO                            ;4;AFRÂNIO;2769.0;-41.009544;-8.511358
PE;AGRESTINA                          ;6;AGRESTINA;2770.0;-35.944725;-8.459657
PE;ALAGOINHA                          ;6;ALAGOINHA;2773.0;-36.778767;-8.466504
PE;ALIANÇA                            ;2;ALIANÇA;2774.0;-35.222696;-7.60398
PE;ALTINHO                            ;7;ALTINHO;2775.0;-36.064408;-8.48482
PE;AMARAJI                            ;9;AMARAJI;2776.0;-35.450051;-8.376914
PE;ANGELIM                            ;3;ANGELIM;2777.0;-36.290174;-8.884289
PE;ARARIPINA                          ;17;ARARIPINA;2779.0;-40.494025;-7.570733
PE;ARAÇOIABA                          ;2;ARAÇOIABA;2778.0;-35.080897;-7.783911
PE;ARCOVERDE                          ;52;ARCOVERDE;2780.0;-37.057748;-8.415192
PE;BARRA DE GUABIRABA                 ;1;BARRA DE GUABIRABA;2781.0;-35.658544;-8.420751
PE;BARREIROS                          ;7;BARREIROS;2782.0;-35.183178;-8.816052
PE;BELO JARDIM                        ;15;BELO JARDIM;2785.0;-36.425822;-8.3313
PE;BELÉM DE MARIA                     ;1;BELÉM DE MARIA;2783.0;-35.83347;-8.625038
PE;BELÉM DO SÃO FRANCISCO             ;9;BELÉM DO SÃO FRANCISCO;;;
PE;BETÂNIA                            ;16;BETÂNIA;2786.0;-38.03454;-8.267867
PE;BEZERROS                           ;35;BEZERROS;2787.0;-35.795995;-8.232796
PE;BODOCÓ                             ;10;BODOCÓ;2788.0;-39.933797;-7.777592
PE;BOM CONSELHO                       ;4;BOM CONSELHO;2789.0;-36.685683;-9.169191
PE;BOM JARDIM                         ;4;BOM JARDIM;2790.0;-35.578391;-7.796947
PE;BONITO                             ;10;BONITO;2791.0;-35.729249;-8.471628
PE;BREJINHO                           ;13;BREJINHO;2793.0;-37.286493;-7.34694
PE;BREJO DA MADRE DE DEUS             ;10;BREJO DA MADRE DE DEUS;2794.0;-36.374142;-8.149333
PE;BREJÃO                             ;2;BREJÃO;2792.0;-36.566034;-9.029146
PE;BUENOS AIRES                       ;1;BUENOS AIRES;2795.0;-35.318197;-7.724488
PE;BUÍQUE                             ;17;BUÍQUE;2796.0;-37.160564;-8.619539
PE;CABO DE SANTO AGOSTINHO            ;16;CABO DE SANTO AGOSTINHO;2797.0;-35.025293;-8.28218
PE;CABROBÓ                            ;20;CABROBÓ;2798.0;-39.309384;-8.505484
PE;CACHOEIRINHA                       ;4;CACHOEIRINHA;2799.0;-36.240182;-8.486685
PE;CAETÉS                             ;3;CAETÉS;2800.0;-36.626828;-8.780301
PE;CALUMBI                            ;9;CALUMBI;2802.0;-38.148244;-7.935515
PE;CAMARAGIBE                         ;38;CAMARAGIBE;2803.0;-34.978152;-8.023505
PE;CAMOCIM DE SÃO FÉLIX               ;7;CAMOCIM DE SÃO FÉLIX;2804.0;-35.765332;-8.358649
PE;CANHOTINHO                         ;3;CANHOTINHO;2806.0;-36.197935;-8.876519
PE;CAPOEIRAS                          ;5;CAPOEIRAS;2807.0;-36.630566;-8.734225
PE;CARNAUBEIRA DA PENHA               ;6;CARNAUBEIRA DA PENHA;2809.0;-38.751155;-8.317994
PE;CARNAÍBA                           ;21;CARNAÍBA;2808.0;-37.794584;-7.793421
PE;CARPINA                            ;13;CARPINA;2810.0;-35.251397;-7.84566
PE;CARUARU                            ;103;CARUARU;2811.0;-35.969863;-8.284547
PE;CASINHAS                           ;1;CASINHAS;2812.0;-35.720635;-7.740839
PE;CATENDE                            ;14;CATENDE;2813.0;-35.702386;-8.675086
PE;CEDRO                              ;7;CEDRO;2814.0;-39.236733;-7.71179
PE;CONDADO                            ;3;CONDADO;2817.0;-35.09994;-7.587868
PE;CORRENTES                          ;3;CORRENTES;2818.0;-36.324435;-9.121174
PE;CUMARU                             ;8;CUMARU;2820.0;-35.695748;-8.008266
PE;CUPIRA                             ;3;CUPIRA;2821.0;-35.951835;-8.624324
PE;CUSTÓDIA                           ;63;CUSTÓDIA;2822.0;-37.64428;-8.08546
PE;DORMENTES                          ;6;DORMENTES;2823.0;-40.766168;-8.441163
PE;ESCADA                             ;16;ESCADA;2824.0;-35.224082;-8.356717
PE;EXU                                ;8;EXU;2825.0;-39.723789;-7.50364
PE;FEIRA NOVA                         ;7;FEIRA NOVA;2826.0;-35.38013;-7.947042
PE;FERREIROS                          ;3;FERREIROS;2828.0;-35.237252;-7.446664
PE;FLORES                             ;35;FLORES;2829.0;-37.971511;-7.85842
PE;FLORESTA                           ;27;FLORESTA;2830.0;-38.568675;-8.603066
PE;GAMELEIRA                          ;10;GAMELEIRA;2832.0;-35.384573;-8.579803
PE;GARANHUNS                          ;45;GARANHUNS;2833.0;-36.496567;-8.882434
PE;GLÓRIA DO GOITÁ                    ;6;GLÓRIA DO GOITÁ;2834.0;-35.29044;-8.005675
PE;GOIANA                             ;13;GOIANA;2835.0;-34.99591;-7.560603
PE;GRANITO                            ;4;GRANITO;2836.0;-39.615034;-7.707105
PE;GRAVATÁ                            ;31;GRAVATÁ;2837.0;-35.567458;-8.211184
PE;IATI                               ;5;IATI;2838.0;-36.849763;-9.045586
PE;IBIMIRIM                           ;14;IBIMIRIM;2839.0;-37.703214;-8.54026
PE;IBIRAJUBA                          ;1;IBIRAJUBA;2840.0;-36.181151;-8.576331
PE;IGARASSU                           ;25;IGARASSU;2841.0;-34.901306;-7.82881
PE;IGUARACY                           ;17;IGUARACY;;;
PE;INAJÁ                              ;14;INAJÁ;2843.0;-37.835124;-8.902058
PE;IPOJUCA                            ;10;IPOJUCA;2845.0;-35.060864;-8.393034
PE;IPUBI                              ;3;IPUBI;2846.0;-40.147571;-7.645048
PE;ITACURUBA                          ;10;ITACURUBA;2847.0;-38.697504;-8.822306
PE;ITAMBÉ                             ;7;ITAMBÉ;2850.0;-35.096266;-7.414027
PE;ITAPETIM                           ;9;ITAPETIM;2851.0;-37.186266;-7.371777
PE;ITAQUITINGA                        ;1;ITAQUITINGA;2853.0;-35.100231;-7.663729
PE;ITAÍBA                             ;13;ITAÍBA;2848.0;-37.417266;-8.945688
PE;JABOATÃO DOS GUARARAPES            ;129;JABOATÃO DOS GUARARAPES;2854.0;-35.014959;-8.112982
PE;JAQUEIRA                           ;1;JAQUEIRA;2855.0;-35.794232;-8.726183
PE;JATAÚBA                            ;1;JATAÚBA;2856.0;-36.494292;-7.976684
PE;JATOBÁ                             ;4;JATOBÁ;2857.0;-38.260651;-9.174761
PE;JOAQUIM NABUCO                     ;5;JOAQUIM NABUCO;2859.0;-35.528814;-8.62281
PE;JOÃO ALFREDO                       ;3;JOÃO ALFREDO;2858.0;-35.578715;-7.865649
PE;JUPI                               ;1;JUPI;2861.0;-36.412644;-8.709041
PE;JUREMA                             ;1;JUREMA;2862.0;-36.134739;-8.707135
PE;LAGOA DE ITAENGA                   ;1;LAGOA DE ITAENGA;;;
PE;LAGOA DO CARRO                     ;3;LAGOA DO CARRO;2863.0;-35.310783;-7.843834
PE;LAGOA DO OURO                      ;1;LAGOA DO OURO;2865.0;-36.458373;-9.125668
PE;LAGOA DOS GATOS                    ;4;LAGOA DOS GATOS;2866.0;-35.903976;-8.660205
PE;LAGOA GRANDE                       ;43;LAGOA GRANDE;2867.0;-40.276732;-8.994525
PE;LAJEDO                             ;6;LAJEDO;2868.0;-36.329336;-8.657914
PE;LIMOEIRO                           ;13;LIMOEIRO;2869.0;-35.440154;-7.872599
PE;MACAPARANA                         ;6;MACAPARANA;2870.0;-35.44246;-7.555638
PE;MACHADOS                           ;6;MACHADOS;2871.0;-35.511376;-7.688274
PE;MANARI                             ;16;MANARI;2872.0;-37.631298;-8.964901
PE;MARAIAL                            ;1;MARAIAL;2873.0;-35.82663;-8.790624
PE;MIRANDIBA                          ;7;MIRANDIBA;2874.0;-38.738841;-8.121131
PE;MOREILÂNDIA                        ;1;MOREILÂNDIA;2875.0;-39.545999;-7.619314
PE;MORENO                             ;12;MORENO;2876.0;-35.08354;-8.108706
PE;NAZARÉ DA MATA                     ;20;NAZARÉ DA MATA;2877.0;-35.219297;-7.741491
PE;OLINDA                             ;120;OLINDA;2878.0;-34.854504;-8.010166
PE;OROBÓ                              ;1;OROBÓ;2879.0;-35.595568;-7.745535
PE;OROCÓ                              ;10;OROCÓ;2880.0;-39.602631;-8.610258
PE;OURICURI                           ;19;OURICURI;2881.0;-40.079983;-7.879184
PE;PALMARES                           ;27;PALMARES;2882.0;-35.589032;-8.684226
PE;PALMEIRINA                         ;4;PALMEIRINA;2883.0;-36.324202;-9.010896
PE;PANELAS                            ;11;PANELAS;2884.0;-36.012539;-8.661211
PE;PARANATAMA                         ;3;PARANATAMA;2885.0;-36.654905;-8.91875
PE;PARNAMIRIM                         ;23;PARNAMIRIM;2886.0;-39.579547;-8.087292
PE;PASSIRA                            ;8;PASSIRA;2887.0;-35.581261;-7.997102
PE;PAUDALHO                           ;5;PAUDALHO;2888.0;-35.171639;-7.90287
PE;PAULISTA                           ;106;PAULISTA;2889.0;-34.868407;-7.934007
PE;PEDRA                              ;13;PEDRA;2890.0;-36.939962;-8.496411
PE;PESQUEIRA                          ;23;PESQUEIRA;2891.0;-36.697783;-8.357974
PE;PETROLINA                          ;154;PETROLINA;2893.0;-40.502731;-9.388662
PE;PETROLÂNDIA                        ;30;PETROLÂNDIA;2892.0;-38.302664;-9.068627
PE;POMBOS                             ;20;POMBOS;2895.0;-35.396732;-8.139816
PE;QUIPAPÁ                            ;2;QUIPAPÁ;2897.0;-36.013665;-8.811752
PE;QUIXABA                            ;10;QUIXABA;2898.0;-37.84458;-7.707339
PE;RECIFE                             ;792;RECIFE;2899.0;-34.877065;-8.046658
PE;RIACHO DAS ALMAS                   ;10;RIACHO DAS ALMAS;2900.0;-35.864796;-8.137417
PE;RIBEIRÃO                           ;12;RIBEIRÃO;2901.0;-35.369824;-8.509568
PE;RIO FORMOSO                        ;5;RIO FORMOSO;2902.0;-35.153212;-8.659196
PE;SAIRÉ                              ;4;SAIRÉ;2903.0;-35.696737;-8.328638
PE;SALGADINHO                         ;3;SALGADINHO;2904.0;-35.650288;-7.926901
PE;SALGUEIRO                          ;29;SALGUEIRO;2905.0;-39.12469;-8.073734
PE;SALOÁ                              ;1;SALOÁ;2906.0;-36.691031;-8.972301
PE;SANHARÓ                            ;8;SANHARÓ;2907.0;-36.569598;-8.360969
PE;SANTA CRUZ                         ;6;SANTA CRUZ;2908.0;-40.343368;-8.241534
PE;SANTA CRUZ DA BAIXA VERDE          ;8;SANTA CRUZ DA BAIXA VERDE;2909.0;-38.14756;-7.81339
PE;SANTA CRUZ DO CAPIBARIBE           ;10;SANTA CRUZ DO CAPIBARIBE;2910.0;-36.206092;-7.948019
PE;SANTA FILOMENA                     ;3;SANTA FILOMENA;2911.0;-40.607854;-8.166877
PE;SANTA MARIA DA BOA VISTA           ;25;SANTA MARIA DA BOA VISTA;2912.0;-39.824056;-8.797655
PE;SANTA MARIA DO CAMBUCÁ             ;1;SANTA MARIA DO CAMBUCÁ;2913.0;-35.894138;-7.83676
PE;SANTA TEREZINHA                    ;11;SANTA TEREZINHA;2914.0;-37.47875;-7.37696
PE;SERRA TALHADA                      ;77;SERRA TALHADA;2925.0;-38.289034;-7.981778
PE;SERRITA                            ;4;SERRITA;2926.0;-39.295062;-7.940406
PE;SERTÂNIA                           ;43;SERTÂNIA;2927.0;-37.268393;-8.068467
PE;SIRINHAÉM                          ;7;SIRINHAÉM;2928.0;-35.11259;-8.587782
PE;SOLIDÃO                            ;5;SOLIDÃO;2929.0;-37.644494;-7.594717
PE;SURUBIM                            ;21;SURUBIM;2930.0;-35.748102;-7.847456
PE;SÃO BENTO DO UNA                   ;9;SÃO BENTO DO UNA;2916.0;-36.446469;-8.52637
PE;SÃO CAITANO                        ;2;SÃO CAITANO;2917.0;-36.144077;-8.329239
PE;SÃO JOAQUIM DO MONTE               ;2;SÃO JOAQUIM DO MONTE;2919.0;-35.803498;-8.431962
PE;SÃO JOSÉ DA COROA GRANDE           ;5;SÃO JOSÉ DA COROA GRANDE;2920.0;-35.151461;-8.889375
PE;SÃO JOSÉ DO BELMONTE               ;32;SÃO JOSÉ DO BELMONTE;2921.0;-38.757689;-7.857235
PE;SÃO JOSÉ DO EGITO                  ;55;SÃO JOSÉ DO EGITO;2922.0;-37.273974;-7.469447
PE;SÃO JOÃO                           ;5;SÃO JOÃO;2918.0;-36.36532;-8.875762
PE;SÃO LOURENÇO DA MATA               ;14;SÃO LOURENÇO DA MATA;2923.0;-35.012359;-8.00684
PE;SÃO VICENTE FÉRRER                 ;1;SÃO VICENTE FÉRRER;2924.0;-35.480844;-7.589691
PE;TABIRA                             ;24;TABIRA;2931.0;-37.537735;-7.583661
PE;TACAIMBÓ                           ;4;TACAIMBÓ;2932.0;-36.300035;-8.308673
PE;TACARATU                           ;3;TACARATU;2933.0;-38.150401;-9.097976
PE;TAQUARITINGA DO NORTE              ;2;TAQUARITINGA DO NORTE;2935.0;-36.042265;-7.894457
PE;TERRA NOVA                         ;7;TERRA NOVA;2937.0;-39.382482;-8.222436
PE;TIMBAÚBA                           ;20;TIMBAÚBA;2938.0;-35.311884;-7.504835
PE;TORITAMA                           ;4;TORITAMA;2939.0;-36.063659;-8.009546
PE;TRACUNHAÉM                         ;3;TRACUNHAÉM;2940.0;-35.231421;-7.802284
PE;TRINDADE                           ;7;TRINDADE;2941.0;-40.26472;-7.759
PE;TRIUNFO                            ;25;TRIUNFO;2942.0;-38.097776;-7.832719
PE;TUPANATINGA                        ;8;TUPANATINGA;2943.0;-37.344532;-8.747984
PE;TUPARETAMA                         ;34;TUPARETAMA;2944.0;-37.31653;-7.6003
PE;VENTUROSA                          ;11;VENTUROSA;2945.0;-36.874187;-8.578855
PE;VERDEJANTE                         ;4;VERDEJANTE;2946.0;-38.970083;-7.922353
PE;VERTENTES                          ;8;VERTENTES;2948.0;-35.968143;-7.901581
PE;VICÊNCIA                           ;8;VICÊNCIA;2949.0;-35.31395;-7.656549
PE;VITÓRIA DE SANTO ANTÃO             ;56;VITÓRIA DE SANTO ANTÃO;2950.0;-35.29762;-8.128191
PE;XEXÉU                              ;6;XEXÉU;2951.0;-35.621222;-8.804601
PE;ÁGUA PRETA                         ;19;ÁGUA PRETA;2771.0;-35.526311;-8.706095
PE;ÁGUAS BELAS                        ;12;ÁGUAS BELAS;2772.0;-37.122619;-9.111255
PI;ACAUÃ                              ;20;ACAUÃ;2952.0;-41.083059;-8.219542
PI;ALAGOINHA DO PIAUÍ                 ;8;ALAGOINHA DO PIAUÍ;2955.0;-40.92817;-7.000392
PI;ALEGRETE DO PIAUÍ                  ;4;ALEGRETE DO PIAUÍ;2956.0;-40.856587;-7.241964
PI;ALTOS                              ;8;ALTOS;2958.0;-42.46116;-5.038879
PI;AMARANTE                           ;2;AMARANTE;2960.0;-42.843343;-6.243045
PI;ANGICAL DO PIAUÍ                   ;3;ANGICAL DO PIAUÍ;2961.0;-42.740047;-6.087864
PI;ANÍSIO DE ABREU                    ;1;ANÍSIO DE ABREU;2962.0;-43.04941;-9.185643
PI;AROAZES                            ;2;AROAZES;2964.0;-41.78218;-6.110221
PI;AVELINO LOPES                      ;3;AVELINO LOPES;2967.0;-43.956305;-10.134487
PI;BARRA D´ALCÂNTARA                  ;5;BARRA D´ALCÂNTARA;;;
PI;BARRAS                             ;9;BARRAS;2970.0;-42.292161;-4.244675
PI;BARRO DURO                         ;2;BARRO DURO;2972.0;-42.514656;-5.816732
PI;BELA VISTA DO PIAUÍ                ;3;BELA VISTA DO PIAUÍ;2974.0;-41.867522;-7.988091
PI;BENEDITINOS                        ;2;BENEDITINOS;2976.0;-42.36382;-5.456758
PI;BERTOLÍNIA                         ;3;BERTOLÍNIA;2977.0;-43.949778;-7.633377
PI;BETÂNIA DO PIAUÍ                   ;1;BETÂNIA DO PIAUÍ;2978.0;-40.79891;-8.143761
PI;BOM JESUS                          ;17;BOM JESUS;2981.0;-44.358951;-9.071239
PI;BRASILEIRA                         ;2;BRASILEIRA;2985.0;-41.785855;-4.133696
PI;CABECEIRAS DO PIAUÍ                ;1;CABECEIRAS DO PIAUÍ;2989.0;-42.306889;-4.4773
PI;CAJAZEIRAS DO PIAUÍ                ;1;CAJAZEIRAS DO PIAUÍ;2990.0;-42.390278;-6.796667
PI;CALDEIRÃO GRANDE DO PIAUÍ          ;2;CALDEIRÃO GRANDE DO PIAUÍ;2992.0;-40.6366;-7.331404
PI;CAMPINAS DO PIAUÍ                  ;1;CAMPINAS DO PIAUÍ;2993.0;-41.877487;-7.659299
PI;CAMPO GRANDE DO PIAUÍ              ;2;CAMPO GRANDE DO PIAUÍ;2995.0;-41.031486;-7.128274
PI;CAMPO LARGO DO PIAUÍ               ;2;CAMPO LARGO DO PIAUÍ;2996.0;-42.639991;-3.804411
PI;CAMPO MAIOR                        ;18;CAMPO MAIOR;2997.0;-42.164124;-4.821697
PI;CANTO DO BURITI                    ;1;CANTO DO BURITI;2999.0;-42.951721;-8.111101
PI;CAPITÃO DE CAMPOS                  ;1;CAPITÃO DE CAMPOS;3000.0;-41.943999;-4.457
PI;CARAÚBAS DO PIAUÍ                  ;1;CARAÚBAS DO PIAUÍ;3003.0;-41.842517;-3.475249
PI;CARIDADE DO PIAUÍ                  ;1;CARIDADE DO PIAUÍ;3004.0;-40.984763;-7.734349
PI;CASTELO DO PIAUÍ                   ;1;CASTELO DO PIAUÍ;3005.0;-41.549865;-5.318693
PI;COCAL                              ;3;COCAL;3007.0;-41.554623;-3.472792
PI;COCAL DOS ALVES                    ;1;COCAL DOS ALVES;3009.0;-41.440197;-3.620471
PI;COLÔNIA DO GURGUÉIA                ;5;COLÔNIA DO GURGUÉIA;3011.0;-43.793999;-8.183697
PI;CORONEL JOSÉ DIAS                  ;2;CORONEL JOSÉ DIAS;3014.0;-42.523195;-8.813971
PI;CORRENTE                           ;19;CORRENTE;3015.0;-45.163348;-10.433349
PI;CRISTINO CASTRO                    ;1;CRISTINO CASTRO;3017.0;-44.222972;-8.822731
PI;CURIMATÁ                           ;7;CURIMATÁ;3018.0;-44.3002;-10.032608
PI;CURRAIS                            ;2;CURRAIS;3019.0;-44.406194;-9.011755
PI;DEMERVAL LOBÃO                     ;4;DEMERVAL LOBÃO;3022.0;-42.677583;-5.358752
PI;DIRCEU ARCOVERDE                   ;3;DIRCEU ARCOVERDE;3023.0;-42.434792;-9.339386
PI;DOM EXPEDITO LOPES                 ;5;DOM EXPEDITO LOPES;3024.0;-41.639632;-6.953319
PI;DOM INOCÊNCIO                      ;2;DOM INOCÊNCIO;3026.0;-41.969733;-9.005158
PI;ELESBÃO VELOSO                     ;3;ELESBÃO VELOSO;3027.0;-42.135458;-6.199475
PI;ELISEU MARTINS                     ;4;ELISEU MARTINS;3028.0;-43.670481;-8.096286
PI;ESPERANTINA                        ;7;ESPERANTINA;3029.0;-42.232422;-3.888631
PI;FLORIANO                           ;7;FLORIANO;3033.0;-43.024136;-6.771821
PI;FRANCINÓPOLIS                      ;3;FRANCINÓPOLIS;3034.0;-42.259062;-6.393341
PI;FRONTEIRAS                         ;16;FRONTEIRAS;3038.0;-40.614601;-7.081727
PI;GEMINIANO                          ;2;GEMINIANO;3039.0;-41.340879;-7.154759
PI;GUADALUPE                          ;1;GUADALUPE;3041.0;-43.559441;-6.782848
PI;INHUMA                             ;5;INHUMA;3045.0;-41.704127;-6.665001
PI;IPIRANGA DO PIAUÍ                  ;2;IPIRANGA DO PIAUÍ;3046.0;-41.738086;-6.824215
PI;ITAUEIRA                           ;1;ITAUEIRA;3049.0;-43.0249;-7.59989
PI;JAICÓS                             ;1;JAICÓS;3051.0;-41.137126;-7.362286
PI;JERUMENHA                          ;1;JERUMENHA;3054.0;-43.503319;-7.09128
PI;JOSÉ DE FREITAS                    ;5;JOSÉ DE FREITAS;3058.0;-42.574586;-4.751458
PI;LAGOA DO PIAUÍ                     ;2;LAGOA DO PIAUÍ;3065.0;-42.643659;-5.418639
PI;LAGOA DO SÍTIO                     ;6;LAGOA DO SÍTIO;3066.0;-41.565304;-6.507664
PI;LANDRI SALES                       ;2;LANDRI SALES;3068.0;-43.936418;-7.259218
PI;LUZILÂNDIA                         ;4;LUZILÂNDIA;3070.0;-42.371757;-3.468296
PI;LUÍS CORREIA                       ;3;LUÍS CORREIA;3069.0;-41.664142;-2.88438
PI;MARCOLÂNDIA                        ;1;MARCOLÂNDIA;3073.0;-40.660179;-7.441691
